Year	Day	Height	Biomass	Grazed	Density	Cover	WeedBiomass	tovNum	InsectBiomass	LATotal	LAGreen	Digestability	GreenBiomass	DeadBiomass	GooseGrazing	SpilledGrain
0	32	2.36648	0.501253	0	0.148895	0.298807	0	108	0.190859	0.59162	0.147905	0.8	0.125313	0.37594	0	0
0	33	2.44043	0.535094	0	0.155531	0.306542	0	108	0.203744	0.610108	0.152527	0.8	0.133774	0.401321	0	0
0	34	2.51439	0.607137	0	0.172758	0.314192	0	108	0.231176	0.628597	0.157149	0.8	0.151784	0.455353	0	0
0	35	2.58834	0.760339	0	0.211892	0.321758	0	108	0.289509	0.647085	0.161771	0.8	0.190085	0.570254	0	0
0	36	2.66229	0.8417	0	0.229829	0.32924	0	108	0.320488	0.665573	0.166393	0.8	0.210425	0.631275	0	0
0	37	2.73624	0.971193	0	0.259938	0.336639	0	108	0.369795	0.684061	0.171015	0.8	0.242798	0.728395	0	0
0	38	2.8102	1.15421	0	0.302927	0.343957	0	108	0.439482	0.702549	0.175637	0.8	0.288553	0.865659	0	0
0	39	2.88415	1.20267	0	0.309634	0.351195	0	108	0.457931	0.721037	0.180259	0.8	0.300666	0.901999	0	0
0	40	2.9581	1.30519	0	0.329752	0.358352	0	108	0.49697	0.739525	0.184881	0.8	0.326298	0.978895	0	0
0	41	3.03205	1.30519	0	0.323704	0.36543	0	108	0.49697	0.758014	0.189503	0.8	0.326298	0.978895	0	0
0	42	3.10601	1.30519	0	0.317874	0.372431	0	108	0.49697	0.776502	0.194125	0.8	0.326298	0.978895	0	0
0	43	3.17996	1.30519	0	0.31225	0.379354	0	108	0.49697	0.79499	0.198747	0.8	0.326298	0.978895	0	0
0	44	3.25391	1.30519	0	0.306822	0.3862	0	108	0.49697	0.813478	0.203369	0.8	0.326298	0.978895	0	0
0	45	3.32786	1.30519	0	0.301579	0.392972	0	108	0.49697	0.831966	0.207992	0.8	0.326298	0.978895	0	0
0	46	3.40182	1.30519	0	0.296512	0.399668	0	108	0.49697	0.850454	0.212614	0.8	0.326298	0.978895	0	0
0	47	3.47577	1.30519	0	0.291613	0.406291	0	108	0.49697	0.868942	0.217236	0.8	0.326298	0.978895	0	0
0	48	3.54972	1.38322	0	0.304023	0.41284	0	108	0.526679	0.887431	0.221858	0.8	0.345805	1.03741	0	0
0	49	3.62367	1.54709	0	0.334603	0.419318	0	108	0.589077	0.905919	0.22648	0.8	0.386774	1.16032	0	0
0	50	3.69763	1.97702	0	0.420854	0.425723	0	108	0.752775	0.924407	0.231102	0.8	0.494254	1.48276	0	0
0	51	3.77158	2.33768	0	0.489917	0.432059	0	108	0.890103	0.942895	0.235724	0.8	0.58442	1.75326	0	0
0	52	3.84553	2.62113	0	0.540938	0.438324	0	108	0.998031	0.961383	0.240346	0.8	0.655283	1.96585	5.29788	0
0	53	3.91948	3.0169	0	0.613255	0.44452	0	108	1.14872	0.979871	0.244968	0.8	0.754224	2.26267	5.36781	0
0	54	3.99344	3.43105	0	0.687112	0.450648	0	108	1.30642	0.998359	0.24959	0.8	0.857763	2.57329	5.43814	0
0	55	4.06739	3.75589	0	0.741188	0.456708	0	108	1.4301	1.01685	0.254212	0.8	0.938972	2.81692	5.50575	0
0	56	4.14134	3.98221	0	0.774547	0.462701	0	108	1.51628	1.03534	0.258834	0.8	0.995553	2.98666	5.57369	0
0	57	4.21529	3.98221	0	0.763564	0.468629	0	108	1.51628	1.05382	0.263456	0.8	0.995553	2.98666	5.63896	0
0	58	4.28925	4.10558	0	0.776212	0.474491	0	108	1.56325	1.07231	0.268078	0.8	1.02639	3.07918	5.70451	0
0	59	4.28925	4.10558	0	0.776212	0.474491	0.0770833	108	1.5926	1.07231	0.268078	0.8	1.02639	3.07918	5.70451	0
0	60	4.28925	4.10558	0	0.776212	0.474491	0.132372	108	1.61365	1.07231	0.268078	0.8	1.02639	3.07918	5.70451	0
0	61	4.28925	4.10558	0	0.776212	0.474491	0.23782	108	1.65381	1.07231	0.268078	0.8	1.02639	3.07918	5.70451	0
0	62	4.28925	4.3789	0	0.827888	0.474491	0.454968	108	1.84056	1.07231	0.268078	0.8	1.09473	3.28418	5.70451	0
0	63	4.28925	4.6591	0	0.880862	0.474491	0.672276	108	2.02999	1.07231	0.268078	0.8	1.16477	3.49432	5.70451	0
0	64	4.28925	4.6591	0	0.880862	0.474491	0.835737	108	2.09223	1.07231	0.268078	0.8	1.16477	3.49432	5.70451	0
0	65	4.28925	4.80619	0	0.908672	0.474491	1.02404	108	2.21994	1.07231	0.268078	0.8	1.20155	3.60464	5.70451	0
0	66	4.28925	5.25816	0	0.994122	0.474491	1.29391	108	2.49479	1.07231	0.268078	0.8	1.31454	3.94362	5.70451	0
0	67	4.28925	5.41241	0	1.02329	0.474491	1.48109	108	2.62479	1.07231	0.268078	0.8	1.3531	4.05931	5.70451	0
0	68	4.28925	5.41241	0	1.02329	0.474491	1.60801	108	2.67312	1.07231	0.268078	0.8	1.3531	4.05931	5.70451	0
0	69	4.28925	6.05869	0	1.14547	0.474491	1.90369	108	3.03178	1.07231	0.268078	0.8	1.51467	4.54402	5.70451	0
0	70	4.28925	6.38926	0	1.20797	0.474491	2.11907	108	3.23966	1.07231	0.268078	0.8	1.59731	4.79194	5.70451	0
0	71	4.28925	6.38926	0	1.20797	0.474491	2.25962	108	3.29317	1.07231	0.268078	0.8	1.59731	4.79194	5.70451	0
0	72	4.28925	6.56208	0	1.24064	0.474491	2.44263	108	3.42866	1.07231	0.268078	0.8	1.64052	4.92156	5.70451	0
0	73	0	0	0	0	0	0	108	0.05	0	0	0	0	0	0	0
0	74	0	0	0	0	0	0.325641	108	0.123992	0	0	0	0	0	0	0
0	75	0	0	0	0	0	0.687689	108	0.261847	0	0	0	0	0	0	0
0	76	0	0	0	0	0	0.94917	108	0.361409	0	0	0	0	0	0	0
0	77	0	0	0	0	0	1.15473	108	0.439677	0	0	0	0	0	0	0
0	78	0	0	0	0	0	1.2888	108	0.490728	0	0	0	0	0	0	0
0	79	0	0	0	0	0	1.45315	108	0.553307	0	0	0	0	0	0	0
0	80	0	0	0	0	0	1.6051	108	0.611162	0	0	0	0	0	0	0
0	81	0	0	0	0	0	1.75593	108	0.668593	0	0	0	0	0	0	0
0	82	0	0	0	0	0	1.92084	108	0.731384	0	0	0	0	0	0	0
0	83	0	0	0	0	0	0	108	0.05	0	0	0	0	0	0	0
0	84	0	0	0	0	0	0.131389	108	0.0500281	0	0	0	0	0	0	0
0	85	0	0	0	0	0	0.239167	108	0.0910659	0	0	0	0	0	0	0
0	86	0	0	0	0	0	0.308426	108	0.117437	0	0	0	0	0	0	0
0	87	0	0	0	0	0	0.393056	108	0.149661	0	0	0	0	0	0	0
0	88	0	0	0	0	0	0	108	0.05	0	0	0	0	0	0	0
0	89	0	0	0	0	0	0	108	0.05	0	0	0	0	0	0	0
0	90	0	0	0	0	0	0	108	0.05	0	0	0	0	0	0	0
0	91	0	0	0	0	0	0	108	0.05	0	0	0	0	0	0	0
0	92	0	0	0	0	0	0	108	0.05	0	0	0	0	0	0	0
0	93	0	0	0	0	0	0	108	0.05	0	0	0	0	0	0	0
0	94	0	0	0	0	0	0	108	0.05	0	0	0	0	0	0	0
0	95	0	0	0	0	0	0	108	0.05	0	0	0	0	0	0	0
0	96	0	0	0	0	0	0	108	0.05	0	0	0	0	0	0	0
0	97	0	0	0	0	0	0	108	0.05	0	0	0	0	0	0	0
0	98	0	0	0	0	0	0	108	0.05	0	0	0	0	0	0	0
0	99	0	0	0	0	0	0	108	0.05	0	0	0	0	0	0	0
0	100	0	0	0	0	0	0	108	0.05	0	0	0	0	0	0	0
0	101	0	0	0	0	0	0	108	0.05	0	0	0	0	0	0	0
0	102	0.295833	0.112625	0	0.0869133	0.0144496	0	108	0.05	0.0242583	0.0242583	0.8	0.112625	0	0	0
0	103	0.769167	0.333651	0	0.188592	0.0371359	0	108	0.127042	0.0630717	0.0630717	0.8	0.333651	0	0	0
0	104	1.11722	0.441547	0	0.20855	0.0534839	0	108	0.168125	0.0916122	0.0916122	0.8	0.441547	0	0	0
0	105	1.45806	0.583506	0	0.237385	0.0692237	0	108	0.222178	0.119561	0.119561	0.8	0.583506	0	0	0
0	106	1.7075	0.583506	0	0.215515	0.080577	0	108	0.222178	0.140015	0.140015	0.8	0.583506	0	2.74422	0
0	107	2.04694	0.78623	0	0.258039	0.0958045	0	108	0.299368	0.167849	0.167849	0.8	0.78623	0	3.21508	0
0	108	2.51139	1.53647	0	0.437568	0.116232	0	108	0.585031	0.205934	0.205934	0.8	1.53647	0	3.82098	0
0	109	3.13139	3.09983	0	0.750311	0.142783	0	108	1.1803	0.256774	0.256774	0.8	3.09983	0	4.55369	0
0	110	3.85028	5.02393	0	1.0358	0.172572	0	108	1.91293	0.315723	0.315723	0.8	5.02393	0	5.30268	0
0	111	4.57278	7.31072	0	1.31186	0.201468	0	108	2.78365	0.374968	0.374968	0.8	7.31072	0	5.94128	0
0	112	5.31306	10.0833	0	1.59721	0.239801	0	108	3.83935	0.456958	0.456332	0.8	10.0695	0.0138158	6.47951	0
0	113	6.09583	13.5233	0	1.90581	0.291514	0	108	5.14919	0.574375	0.572183	0.8	13.4717	0.0516014	6.92063	0
0	114	6.90667	17.6378	0	2.23075	0.341374	0	108	6.71584	0.696	0.692187	0.8	17.5412	0.096636	7.23821	0
0	115	7.54778	22.2854	0	2.60716	0.378301	0	108	8.48546	0.792167	0.787071	0.8	22.142	0.143349	7.38861	0
0	116	7.94806	24.2843	0	2.71392	0.4003	0	108	9.24657	0.852208	0.846312	0.8	24.1163	0.168013	7.4378	0
0	117	8.35028	26.4233	0	2.82593	0.42162	0	108	10.061	0.912542	0.905841	0.8	26.2293	0.194018	7.45236	0
0	118	9.07806	32.3505	0	3.20999	0.45829	0	108	12.3179	1.02171	1.01355	0.8	32.0923	0.258247	7.39025	0
0	119	9.86167	38.8836	0	3.57989	0.495178	0	108	14.8054	1.13925	1.12953	0.8	38.5517	0.331865	7.19531	0
0	120	12.5431	46.5474	0	3.43698	0.562848	0	108	17.7235	1.37912	1.37072	0.8	46.2638	0.283529	5.5285	0
0	121	15.9837	55.4825	0	3.26681	0.634082	0	108	21.1257	1.67558	1.66934	0.8	55.276	0.20651	1.11973	0
0	122	19.4914	65.5957	0	3.20113	0.69477	0	108	24.9764	1.97781	1.97378	0.8	65.462	0.133676	0.0088845	0
0	123	22.8119	76.7319	0	3.22242	0.742915	0	108	29.2167	2.26392	2.26197	0.8	76.6661	0.0658279	0.0088845	0
0	124	26.0423	88.8117	0	3.28417	0.783757	0	108	33.8162	2.55225	2.55225	0.8	88.8117	-5.2196e-007	0.0088845	0
0	125	29.6908	102.404	0	3.33665	0.846425	0	108	38.9918	3.12261	3.12261	0.8	102.404	-4.91917e-007	0.0088845	0
0	126	33.4103	117.265	0	3.40784	0.891657	0	108	44.6502	3.70408	3.70408	0.8	117.265	-4.74874e-007	0.0088845	0
0	127	36.7296	133.084	0	3.52731	0.920642	0	108	50.6734	4.22298	4.22298	0.8	133.084	-4.72713e-007	0.0088845	0
0	128	39.6334	149.64	0	3.68268	0.939563	0	108	56.9773	4.67693	4.67693	0.8	149.64	-4.7993e-007	0.0088845	0
0	129	42.9167	166.704	0	3.79592	0.950213	0	108	63.4748	5	5	0.8	166.704	-5.00112e-007	0.0088845	0
0	130	45.7689	183.909	0	3.93229	0.950213	0	108	70.0259	5	5	0.8	183.909	-5.51728e-007	0.0088845	0
0	131	47.7765	201.252	0	4.12601	0.950213	0	108	76.6296	5	5	0.8	201.252	-6.03757e-007	0.0088845	0
0	132	49.9102	218.732	0	4.29642	0.950213	0	108	83.2849	5	5	0.8	218.732	-6.56195e-007	0.0088845	0
0	133	52.1778	236.344	0	4.4444	0.950213	0	108	89.991	5	5	0.8	236.344	-7.09031e-007	0.0088845	0
0	134	54.3688	254.087	0	4.58899	0.950213	0	108	96.7469	5	5	0.8	254.087	-7.6226e-007	0.0088845	0
0	135	56.8745	271.957	0	4.69909	0.950213	0	108	103.551	5	5	0.8	271.957	-8.15872e-007	0.0088845	0
0	136	59.1016	289.953	0	4.82439	0.950213	0	108	110.404	5	5	0.8	289.953	-8.6986e-007	0.0088845	0
0	137	61.0008	308.072	0	4.96884	0.950213	0	108	117.302	5	5	0.8	308.072	-9.24216e-007	0.0088845	0
0	138	63.0604	326.31	0	5.09379	0.950213	0	108	124.247	5	5	0.8	326.31	-9.7893e-007	0.0088845	0
0	139	65.3042	344.664	0	5.19823	0.950213	0	108	131.236	5	5	0.8	344.664	-1.03399e-006	0.0088845	0
0	140	67.1593	363.133	0	5.32771	0.950213	0	108	138.268	5	5	0.8	363.133	-1.0894e-006	0.0088845	0
0	141	69.2303	381.712	0	5.43514	0.950213	0	108	145.342	5	5	0.8	381.712	-1.14514e-006	0.0088845	0
0	142	71.237	400.399	0	5.54284	0.950213	0	108	152.457	5	5	0.8	400.399	-1.2012e-006	0.0088845	0
0	143	73.2402	419.19	0	5.6464	0.950213	0	108	159.612	5	5	0.8	419.19	-1.25757e-006	0.0088845	0
0	144	75.1614	438.082	0	5.75203	0.950213	0	108	166.806	5	5	0.8	438.082	-1.31425e-006	0.0088845	0
0	145	76.9133	453.275	0	5.81769	0.950213	0	108	172.59	5	5	0.8	453.275	-1.35982e-006	0.0088845	0
0	146	78.7745	472.361	0	5.9212	0.950213	0	108	179.858	5	5	0.8	472.361	-1.41708e-006	0.0088845	0
0	147	80	491.538	0	6.06837	0.950213	0	108	187.16	5	5	0.8	491.538	-1.47461e-006	0.0088845	0
0	148	80	510.803	0	6.30621	0.950213	0	108	194.495	5	5	0.8	510.803	-1.53241e-006	0.0088845	0
0	149	80	530.154	0	6.54511	0.950213	0	108	201.863	5	5	0.8	530.154	-1.59046e-006	0.0088845	0
0	150	80	549.586	0	6.78501	0.950213	0	108	209.262	5	5	0.8	549.586	-1.64876e-006	0.0088845	0
0	151	80	569.095	0	7.02587	0.950213	0	108	216.691	5	5	0.8	569.095	-1.70729e-006	0.0088845	0
0	152	80	588.68	0	7.26765	0.950213	0	108	224.148	5	5	0.8	588.68	-1.76604e-006	0.0088845	0
0	153	80	608.335	0	7.51031	0.950213	0	108	231.632	5	5	0.8	608.335	-1.82501e-006	0.0088845	0
0	154	80	628.058	0	7.7538	0.950213	0	108	239.141	5	5	0.8	628.058	-1.88417e-006	0.0088845	0
0	155	77.5722	647.845	0	8.24521	0.950213	0	108	246.675	5	5	0.8	647.845	-1.94353e-006	0.0088845	0
0	156	60	667.691	0	10.9458	0.950213	0	108	254.232	5	5	0.8	667.691	-2.00307e-006	0.0088845	0
0	157	60	687.595	0	11.272	0.950213	0	108	261.811	5	5	0.8	687.595	-2.06278e-006	0.0088845	0
0	158	60	707.551	0	11.5992	0.950213	0	108	269.41	5	5	0.8	707.551	-2.12265e-006	0.0088845	0
0	159	60	727.557	0	11.9272	0.950213	0	108	277.027	5	5	0.8	727.557	-2.18267e-006	0.0088845	0
0	160	60	747.608	0	12.2559	0.950213	0	108	284.662	5	5	0.8	747.608	-2.24282e-006	0.0088845	0
0	161	60	767.701	0	12.5853	0.950213	0	108	292.312	5	5	0.8	767.701	-2.3031e-006	0.0088845	0
0	162	60	787.832	0	12.9153	0.950213	0	108	299.978	5	5	0.8	787.832	-2.3635e-006	0.0088845	0
0	163	60	807.997	0	13.2459	0.950213	0	108	307.656	5	5	0.8	807.997	-2.42399e-006	0.0088845	0
0	164	60	828.193	0	13.5769	0.950213	0	108	315.346	5	5	0.8	828.193	-2.48458e-006	0.0088845	0
0	165	60	848.415	0	13.9085	0.950213	0	108	323.045	5	5	0.8	848.416	-2.54525e-006	0.0088845	0
0	166	60	868.661	0	14.2403	0.950213	0	108	330.754	5	5	0.8	868.661	-2.60598e-006	0.0088845	0
0	167	60	888.925	0	14.5725	0.950213	0	108	338.47	5	5	0.8	888.925	-2.66678e-006	0.0088845	0
0	168	60	909.205	0	14.905	0.950213	0	108	346.192	5	5	0.8	909.205	-2.72762e-006	0.0088845	0
0	169	60	929.497	0	15.2376	0.950213	0	108	353.918	5	5	0.8	929.497	-2.78849e-006	0.0088845	0
0	170	60	949.796	0	15.5704	0.950213	0	108	361.647	5	5	0.8	949.796	-2.84939e-006	0.0088845	0
0	171	60	970.054	0	15.9025	0.950213	0	108	369.361	5	4.96503	0.8	963.269	6.78462	0.0088845	0
0	172	60	989.999	0	16.2295	0.950213	0	108	376.955	5	4.73316	0.8	937.164	52.8348	0.0088845	0
0	173	60	1009.61	0	16.551	0.950213	0	108	384.422	5	4.50974	0.8	910.616	98.9942	0.0088845	0
0	174	60	1028.87	0	16.8667	0.950213	0	108	391.755	5	4.29532	0.8	883.863	145.005	0.0088845	0
0	175	60	1047.72	0	17.1757	0.950213	0	108	398.933	5	4.07075	0.8	853.001	194.718	0.0088845	0
0	176	60	1066.15	0	17.4779	0.950213	0	108	405.951	5	3.85971	0.8	823.007	243.144	0.0088845	0
0	177	60	1084.04	0	17.7711	0.950213	0	108	412.761	5	3.60802	0.8	782.245	301.791	0.0088845	0
0	178	60	1101.29	0	18.0539	0.950213	0	108	419.33	5	3.34422	0.8	736.59	364.697	0.0088845	0
0	179	60	1117.93	0	18.3268	0.950213	0	108	425.668	5	3.11749	0.8	697.03	420.904	0.0088845	0
0	180	60	1133.87	0	18.5881	0.950213	0	108	431.736	5	2.87459	0.8	651.884	481.987	0.0088845	0
0	181	60	1148.99	0	18.8359	0.950213	0	108	437.493	5	2.61932	0.8	601.914	547.076	0.0088845	0
0	182	60	1163.39	0	19.072	0.950213	0	108	442.977	5	2.41707	0.8	562.401	600.992	0.0088845	0
0	183	60	1177.08	0	19.2964	0.950213	0	108	448.189	5	2.22998	0.8	524.973	652.108	0.0088845	0
0	184	60	1189.96	0	19.5076	0.950213	0	108	453.094	5	2.03362	0.8	483.986	705.977	0.0088845	0
0	185	60	1201.92	0	19.7036	0.950213	0	108	457.647	5	1.82393	0.8	438.444	763.476	0.0088845	0
0	186	60	1213	0	19.8853	0.950213	0	108	461.867	5	1.6409	0.8	398.082	814.92	0.0088845	0
0	187	60	1223	0	20.0491	0.950213	0	108	465.673	5	1.42871	0.8	349.461	873.537	0.0088845	0
0	188	60	1231.73	0	20.1922	0.950213	0	108	468.996	5	1.19995	0.8	295.601	936.124	0.0088845	0
0	189	60	1239.21	0	20.3148	0.950213	0	108	471.844	5	0.992898	0.8	246.081	993.125	0.0088845	0
0	190	60	1245.27	0	20.4143	0.950213	0	108	474.155	5	0.775906	0.8	193.243	1052.03	0.0088845	0
0	191	60	1249.8	0	20.4885	0.950213	0	108	475.878	5	0.556818	0.8	139.182	1110.62	0.0088845	0
0	192	60	1252.7	0	20.5361	0.950213	0	108	476.984	5	0.344088	0.8	86.2082	1166.5	0.0088845	0
0	193	60	1253.88	0	20.5555	0.950213	0	108	477.433	5	0.134537	0.8	33.7388	1220.14	0.0088845	0
0	194	59.9961	1253.88	0	20.5568	0.950213	0	108	477.433	5	9.4e-008	0.8	2.3573e-005	1253.88	0.0088845	0
0	195	59.9867	1253.88	0	20.5599	0.950213	0	108	477.433	5	9.4e-008	0.8	2.3573e-005	1253.88	0	0
0	196	59.9781	1253.88	0	20.5628	0.950213	0	108	477.433	5	9.4e-008	0.8	2.3573e-005	1253.88	0	0
0	197	59.9685	1253.88	0	20.5661	0.950213	0	108	477.433	5	9.4e-008	0.8	2.3573e-005	1253.88	0	0
0	198	59.9584	1253.88	0	20.5695	0.950213	0	108	477.433	5	9.4e-008	0.8	2.3573e-005	1253.88	0	0
0	199	59.9484	1253.88	0	20.5729	0.950213	0	108	477.433	5	9.4e-008	0.791062	2.3573e-005	1253.88	0	0
0	200	59.9385	1253.88	0	20.5762	0.950213	0	108	477.433	5	9.4e-008	0.774888	2.3573e-005	1253.88	0	0
0	201	59.929	1253.88	0	20.5794	0.950213	0	108	477.433	5	9.4e-008	0.758705	2.3573e-005	1253.88	0	0
0	202	59.9197	1253.88	0	20.5825	0.950213	0	108	477.433	5	9.4e-008	0.742516	2.3573e-005	1253.88	0	0
0	203	59.9107	1253.88	0	20.5856	0.950213	0	108	477.433	5	9.4e-008	0.72636	2.3573e-005	1253.88	0	0
0	204	59.9008	1253.88	0	20.5889	0.950213	0	108	477.433	5	9.4e-008	0.710453	2.3573e-005	1253.88	0	0
0	205	59.8893	1253.88	0	20.5928	0.950213	0	108	477.433	5	9.4e-008	0.694813	2.3573e-005	1253.88	0	0
0	206	59.8784	1253.88	0	20.5965	0.950213	0	108	477.433	5	9.4e-008	0.679455	2.3573e-005	1253.88	0	0
0	207	59.8675	1253.88	0	20.6002	0.950213	0	108	477.433	5	9.4e-008	0.664421	2.3573e-005	1253.88	0	0
0	208	59.8555	1253.88	0	20.6043	0.950213	0	108	477.433	5	9.4e-008	0.64972	2.3573e-005	1253.88	0	0
0	209	59.844	1253.88	0	20.6081	0.950213	0	108	477.433	5	9.4e-008	0.635456	2.3573e-005	1253.88	0	0
0	210	59.833	1253.88	0	20.6119	0.950213	0	108	477.433	5	9.4e-008	0.621699	2.3573e-005	1253.88	0	0
0	211	59.8218	1253.88	0	20.6157	0.950213	0	108	477.433	5	9.4e-008	0.608423	2.3573e-005	1253.88	0	0
0	212	59.8108	1253.88	0	20.6194	0.950213	0	108	477.433	5	9.4e-008	0.595712	2.3573e-005	1253.88	0	0
0	213	59.7993	1253.88	0	20.6233	0.950213	0	108	477.433	5	9.4e-008	0.583655	2.3573e-005	1253.88	0	0
0	214	59.7859	1253.88	0	20.6278	0.950213	0	108	477.433	5	9.4e-008	0.572168	2.3573e-005	1253.88	0	0
0	215	59.7721	1253.88	0	20.6325	0.950213	0	108	477.433	5	9.4e-008	0.561251	2.3573e-005	1253.88	0	0
0	216	59.7632	1253.88	0	20.6356	0.950213	0	108	477.433	5	9.4e-008	0.550977	2.3573e-005	1253.88	0	0
0	217	59.7548	1253.88	0	20.6384	0.950213	0	108	477.433	5	9.4e-008	0.541442	2.3573e-005	1253.88	0	0
0	218	59.7461	1253.88	0	20.6414	0.950213	0	108	477.433	5	9.4e-008	0.532604	2.3573e-005	1253.88	0	0
0	219	59.7379	1253.88	0	20.6441	0.950213	0	108	477.433	5	9.4e-008	0.524632	2.3573e-005	1253.88	0	0
0	220	59.7289	1253.88	0	20.6472	0.950213	0	108	477.433	5	9.4e-008	0.517671	2.3573e-005	1253.88	0	0
0	221	59.7192	1253.88	0	20.6505	0.950213	0	108	477.433	5	9.4e-008	0.511705	2.3573e-005	1253.88	0	0
0	222	59.709	1253.88	0	20.654	0.950213	0	108	477.433	5	9.4e-008	0.506865	2.3573e-005	1253.88	0	0
0	223	59.698	1253.88	0	20.6577	0.950213	0	108	477.433	5	9.4e-008	0.503256	2.3573e-005	1253.88	0	0
0	224	59.6867	1253.88	0	20.6616	0.950213	0	108	477.433	5	9.4e-008	0.50094	2.3573e-005	1253.88	0	0
0	225	59.6752	1253.88	0	20.6655	0.950213	0	108	477.433	5	9.4e-008	0.5	2.3573e-005	1253.88	0	0
0	226	59.6646	1253.88	0	20.6691	0.950213	0	108	477.433	5	9.4e-008	0.5	2.3573e-005	1253.88	0	0
0	227	59.6541	1253.88	0	20.6727	0.950213	0	108	477.433	5	9.4e-008	0.5	2.3573e-005	1253.88	0	0
0	228	59.646	1253.88	0	20.6754	0.950213	0	108	477.433	5	9.4e-008	0.5	2.3573e-005	1253.88	0	0
0	229	59.6379	1253.88	0	20.6782	0.950213	0	108	477.433	5	9.4e-008	0.5	2.3573e-005	1253.88	0	0
0	230	59.6296	1253.88	0	20.6811	0.950213	0	108	477.433	5	9.4e-008	0.5	2.3573e-005	1253.88	0	0
